datetime, Max, Min, Average,
08/17/2018 02,22.79999924,22.60000038,22.67500048, 
08/17/2018 03,22.79999924,22.5,22.57166691, 
08/17/2018 04,22.60000038,22.20000076,22.39499973, 
08/17/2018 05,22.29999924,22,22.11000017, 
08/17/2018 06,22.5,22,22.26499999, 
08/17/2018 07,23.89999962,22.5,23.11833334, 
08/17/2018 08,25.20000076,23.89999962,24.5149998, 
08/17/2018 09,27.10000038,25.20000076,26.01999985, 
08/17/2018 10,27.89999962,27.10000038,27.47666686, 
08/17/2018 11,28.29999924,27.39999962,27.71833353, 
08/17/2018 12,29,27.89999962,28.31833321, 
08/17/2018 13,29.10000038,28.10000038,28.68999993, 
08/17/2018 14,29.29999924,26.60000038,28.1916666, 
08/17/2018 15,26.70000076,25.79999924,26.11833328, 
08/17/2018 16,28.89999962,25,27.25932199, 
08/17/2018 17,24.70000076,22.39999962,22.94333328, 
08/17/2018 18,23.29999924,22.60000038,23.06500015, 
08/17/2018 19,23.79999924,22.89999962,23.51355944, 
08/17/2018 20,24.5,23.89999962,24.26333319, 
08/17/2018 21,24,23.79999924,23.89166625, 
08/17/2018 22,24.10000038,23.5,23.83500023, 
08/17/2018 23,23.60000038,23.29999924,23.44666646, 
08/18/2018 00,23.60000038,23.29999924,23.4816666, 
08/18/2018 01,23.20000076,22.10000038,22.40833371, 
08/18/2018 02,22.29999924,22,22.18166695, 
08/18/2018 03,22,21.5,21.77833344, 
08/18/2018 04,21.5,21.10000038,21.25000016, 
08/18/2018 05,21.20000076,20.79999924,20.97457617, 
08/18/2018 06,20.79999924,20.29999924,20.56666663, 
08/18/2018 07,21.5,20.39999962,20.86833347, 
08/18/2018 08,24.20000076,21.60000038,22.54833336, 
08/18/2018 09,25.70000076,24.20000076,24.98499997, 
08/18/2018 10,27,25.70000076,26.30833343, 
08/18/2018 11,28.79999924,27.10000038,27.93666665, 
08/18/2018 12,29.89999962,28.60000038,29.16333326, 
08/18/2018 13,30.20000076,28.60000038,29.32166675, 
08/18/2018 14,30.10000038,28.39999962,29.09166667, 
08/18/2018 15,30,28,29.12333349, 
08/18/2018 16,28.29999924,27.39999962,27.74500011, 
08/18/2018 17,28.20000076,27.10000038,27.61000004, 
08/18/2018 18,27.10000038,25.60000038,26.18499997, 
08/18/2018 19,25.60000038,25.29999924,25.43333308, 
08/18/2018 20,25.29999924,25,25.07333355, 
08/18/2018 21,25.10000038,25,25.01000004, 
08/18/2018 22,25,24.29999924,24.75166648, 
08/18/2018 23,24.39999962,23.79999924,24.01499983, 
08/19/2018 00,23.79999924,23.39999962,23.58833338, 
08/19/2018 01,23.39999962,22.79999924,23.05833327, 
